CountryID,CountryName,Region,IncomeLevel,ECIID,Year,FDINet,FDIInflowstoGDP,FDIInflows,FDIOutflowsPercent,FDIOutflows,GDP,GDPGrowth,GovernmentSpending,GrossNationalSpending,InflationConsumerPrices,InflationRate,InflationPercent,MilitarySpending,GoodsNetTrade,GoodsandServicesNetTrade,TradePercent,ServicesTradedPercent,ElectricityAccess,AgriculturalCarbonDioxide,TransportCarbonDioxide,WasteCarbonDioxide,ForestArea,RenewableEnergyConsumption,TotalGreenhouseGas,LongTermExternalDebt,TotalPSD,LongTermPSD,ShortTermPSD,InterestPaymentsPercent,ExternalDebt,TotalDebt,FemaleLifeExpectancy,MaleLifeExpectancy,TotalLifeExpectancy,AdultLiteracyRate,YouthLiteracyRate,BasicDrinkingWater,SafelyManagedDrinkingWater,BasicHandwashing,PovertyRatio,NationalPovertyRatio,SocialPovertyRatio,UnemploymentwithAdvancedEducation,UnemploymentwithBasicEducation,UnemploymentWithintermediateEducation,TotalUnemployment,YouthUnemployment,ExchangeRate
BOL,Bolivia,Latin America & Caribbean,Lower middle income,ECI-BOL-2023,2023,-37147838.43,0.650691261,293692090.2,0.568388146,256544251.8,45135398009,3.081965241,8704977275,47569892749,2.576888005,-0.505250429,-0.505250429,644276785.9,261462050.5,-1083374855,56.45823896,7.904523199,,,11.9119,0.0026,,,4.507104163,14984901072,,,,,11953122532,3.9,,,,,,,,,,,,4.847,1.777,4.037,3.024,5.04,6.91
BRA,Brazil,Latin America & Caribbean,Upper middle income,ECI-BRA-2023,2023,-39079031685,2.954793452,64227330466,1.156953403,25148298781,2173670000000,2.908480487,396016000000,2122220000000,4.593562823,4.658994759,4.658994759,22887482838,92275436589,52175686567,33.85394659,6.021720926,,13.2291,216.8353,0.3025,,,6.157830875,509000000000,,,,24.14,205000000000,10.74,,,,,,,,,,,,4.247,10.549,8.962,7.947,17.958,4.994379763
BRB,Barbados,Latin America & Caribbean,High income,ECI-BRB-2023,2023,,0.119034632,8000000,0.119034632,8000000,6720733200,4.09382011,,,9.792070771,3.182129807,3.182129807,,,,,,,,0.2478,,,,3.502918508,,,,,,,,,,,,,,,,,,,,,,,,2
BRN,Brunei Darussalam,East Asia & Pacific,High income,ECI-BRN-2023,2023,50992640.19,-0.337068037,-50992640.19,,,15128292981,1.407068323,3451980950,12094289299,0.357064312,-12.89619563,-12.89619563,448911490.7,3799595757,2497163501,136.5630038,13.10427744,,,1.2412,0.0018,,,26.49074298,,,,,,,,,,,,,,,,,,,6.138,6.565,4.633,5.296,17.808,1.343079601
BTN,Bhutan,South Asia,Lower middle income,ECI-BTN-2023,2023,-11879561.41,,11916048.29,,36486.87477,,,,,4.229344199,,,,-744872915.7,-939178027.3,,14.92375751,,,0.4276,,,,4.139066742,3233877816,,,,,2922905826,,,,,,,,,,,,,9.331,2.205,7.894,3.126,14.981,82.59927645
BWA,Botswana,Sub-Saharan Africa,Upper middle income,ECI-BWA-2023,2023,-655929875.1,3.430679941,665417580.1,0.048915569,9487705.063,19396084498,2.73379817,5613838256,19824152636,5.067615493,2.12467972,2.12467972,511929918.6,-455649769.5,-829637310.5,68.85721263,8.53780488,,,2.3938,,,,5.125624737,1457909838,,,,,1772049654,1.28,,,,,,,,,,,,15.812,27.148,29.242,23.381,45.594,13.59638333
CAF,Central African Republic,Sub-Saharan Africa,Low income,ECI-CAF-2023,2023,,,,,,2555492085,0.870251451,213007420.6,3308034320,2.979138526,3.39995299,3.39995299,62321709.74,,,43.48057021,,,,0.2045,,,,2.426548607,442796838.2,,,,,776149104.9,1.41,,,,,,,,,,,,,,,,,606.5697502
CAN,Canada,North America,High income,ECI-CAN-2023,2023,35229170707,2.228511055,47745201181,3.872835394,82974371889,2142470000000,1.248927304,454346000000,2151860000000,3.879001598,1.534710113,1.534710113,27221543361,-1460443958,-9809215766,67.19249414,13.99613708,,3.7928,166.3535,0.1068,,,18.64637779,,3180000000000,,,7.61,,,,,,,,,,,,,,4.236,11.711,6.953,5.415,10.759,1.349908641
CHE,Switzerland,Europe & Central Asia,High income,ECI-CHE-2023,2023,99131491838,-5.948114408,-52637267567,5.253938475,46494224271,884940000000,0.716066869,100689000000,774882000000,2.13540088,1.023314026,1.023314026,6293390648,124944000000,97823999736,138.216915,40.41596568,,0.0547,14.6636,0.0085,,,4.888157673,,,,,,,,,,,,,,,,,,,3.07,7.64,3.75,4.043,7.857,0.89849
CHI,Channel Islands,Europe & Central Asia,High income,ECI-CHI-2023,2023,,,,,,12507927144,3.715005661,,,,5.75258335,5.75258335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.804538907
CHL,Chile,Latin America & Caribbean,High income,ECI-CHL-2023,2023,-15459843912,6.478592102,21737835925,1.871048692,6277992013,335533000000,0.218780667,50674556216,331150000000,7.581682514,6.599512046,6.599512046,5491661224,15323433158,4541738609,60.96709399,9.049960964,,0.3962,31.9471,0.0088,,,6.178550255,,,,,,,,,,,,,,,,,,,7.015,9.76,9.869,9.013,21.965,840.0665267
CHN,China,East Asia & Pacific,Upper middle income,ECI-CHN-2023,2023,142574000000,0.240113517,42727679407,1.041324581,185301000000,17794800000000,5.249557864,2937800000000,17388500000000,0.234836829,-0.582393794,-0.582393794,296439000000,593896000000,386063000000,37.31677136,4.899991756,,15.0616,1077.7615,3.6358,,,11.30210079,1080000000000,,,,,497000000000,2.18,,,,,,,,,,,,,,,,,7.083998423
CIV,C�te d�Ivoire,Sub-Saharan Africa,Lower middle income,ECI-CIV-2023,2023,,0.272461384,214905250,0.272461384,214905250,78875489245,6.2,8273311823,81662950330,4.38711707,2.92244,2.92244,681518423.6,,,52.57392021,,,0.136,5.1628,,,,1.032675265,29561955091,45282734704,44568724510,714010194.6,,27931278494,4.69,,,,,,,,,,,,,,,,,606.5697502
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,ECI-CMR-2023,2023,,-0.221458187,-109133290,-0.221458187,-109133290,49279410983,3.248344978,5215888198,51245219532,7.382813843,4.65972286,4.65972286,456128243.8,,,37.21772818,,,0.0761,4.2671,,,,1.387855863,12385861468,,,,,11811226916,3.59,,,,,,,,,,,,,,,,,606.5697502
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,ECI-COD-2023,2023,-2375258887,3.578097732,2375258887,0.354751686,235495830,66383287003,8.560862509,5266417237,68221629682,,13.17193122,13.17193122,794244598.1,1600591231,-4030194363,91.26126561,8.630933289,,,2.7708,,,,0.530352989,6467510547,,,,,8566272457,0.76,,,,,,,,,,,,,,,,,2340.035704
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,ECI-COG-2023,2023,,0.172079981,26364470,0.172079981,26364470,15321055823,1.906864263,2006951385,12627390337,4.301745636,-7.567702287,-7.567702287,284719248.4,,,96.2103944,,,,1.4583,,,,3.833485501,6875467270,,,,,6750342032,5.31,,,,,,,,,,,,,,,,,606.5697502
COL,Colombia,Latin America & Caribbean,Upper middle income,ECI-COL-2023,2023,-15969707903,4.716592169,17144522052,0.323200565,1174814149,363494000000,0.610409566,53629083058,381011000000,11.73590449,6.33605732,6.33605732,10701082030,-6731557955,-7956441650,40.49380015,8.937594685,,0.6396,36.7,0.0189,,,4.280612935,169000000000,251000000000,237000000000,14031914953,,110000000000,7.94,,,,,,,,,,,,9.66,8.805,11.581,9.603,19.379,4325.955
COM,Comoros,Sub-Saharan Africa,Lower middle income,ECI-COM-2023,2023,-5352754.894,0.395802293,5352754.894,,,1352380971,2.995674572,125122514.4,1650305566,,2.91808886,2.91808886,,-266606464.7,-355581804.8,47.94135819,23.79131244,,,0.1808,,,,0.895827429,348112436.8,,,,,319435993.2,1.39,,,,,,,,,,,,,,,,,454.9912367
CPV,Cabo Verde,Sub-Saharan Africa,Lower middle income,ECI-CPV-2023,2023,-151262678.3,6.264688577,158735894.9,0.294938801,7473216.58,2533819406,5.475435916,551190850.4,2990175407,3.724375177,3.792594321,3.792594321,13191422.86,-893150895,-456722251.7,94.73859049,39.1889957,,,0.5745,,,,2.357700385,1933793921,,,,,1549507569,6.49,,,,,,,,,,,,,,,,,101.8048125
CRI,Costa Rica,Latin America & Caribbean,Upper middle income,ECI-CRI-2023,2023,-3700614748,5.419180711,4687479758,1.140911556,986865009.6,86497941439,5.111921832,12865265663,81862287546,0.525193509,-0.087922597,-0.087922597,,-3158366880,5270322448,72.47199908,24.46790828,,0.145,6.0686,,,,3.225544875,31377966114,62954992134,62336178869,618813265.7,,15890402268,6.31,,,,,,,,,0.9,,24.1,5.226,7.768,11.998,8.325,24.239,544.0507755
CUB,Cuba,Latin America & Caribbean,Upper middle income,ECI-CUB-2023,2023,,,,,,,-1.928992112,,,,,,,,,,,,0.0223,1.2207,0.0005,,,3.575367214,,,,,,,,,,,,,,,,,,,,,,,,
CUW,Cura�ao,Latin America & Caribbean,High income,ECI-CUW-2023,2023,-129337585.8,4.162910899,136602563.6,0.221397422,7264977.827,3281419347,4.202,,,,2.403551853,2.403551853,,-1269643140,-657754762.2,,75.60729027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79
CYM,Cayman Islands,Latin America & Caribbean,High income,ECI-CYM-2023,2023,,286.0400677,20421626280,286.0400677,20421626280,7139428558,4.359675957,,,,3.640920969,3.640920969,,,,,,,,0.1259,,,,5.341055341,,,,,,,,,,,,,,,,,,,,,,,,0.83333
CYP,Cyprus,Europe & Central Asia,High income,ECI-CYP-2023,2023,-4074720212,-26.38874863,-8942336964,-38.41320799,-13017057176,33886930712,2.611900909,6288871589,33463096319,3.541341888,3.82970232,3.82970232,566873090.4,-7689918847,-282831185.8,192.7869215,120.4329176,,0.0036,1.8772,,,,7.676493856,,,,,,,,,,,,,,,,,,,5.328,5.854,6.371,5.835,16.565,0.924839558
CZE,Czechia,Europe & Central Asia,High income,ECI-CZE-2023,2023,-729773116.1,2.396610104,8225354599,2.183950895,7495491450,343208000000,-0.085330276,67469113324,326066000000,10.66126014,8.15889264,8.15889264,5056277310,13075215138,17294807587,132.9520932,21.90877159,,0.1359,19.3862,0.0563,,,10.53368534,,,,,,,,,,,,,,,,,,,1.307,4.011,1.99,2.58,8.502,22.19808333
DEU,Germany,Europe & Central Asia,High income,ECI-DEU-2023,2023,72407214132,0.431214647,19515498092,2.031149245,91923800663,4525700000000,-0.26643841,960749000000,4344420000000,5.946436677,6.14291653,6.14291653,66826634284,249854000000,179880000000,82.79910645,21.11559009,,0.566,139.7212,0.0309,,,8.186963256,,,,,,,,,,,,,,,,,,,2.149,6.322,2.571,3.068,5.927,0.924839558
DJI,Djibouti,Middle East & North Africa,Lower middle income,ECI-DJI-2023,2023,-137009451,3.342892057,137009451,,,4098530514,6.676649644,593854249.6,4282583734,1.495068165,4.564525794,4.564525794,,289631109.2,607408270.4,342.7023577,46.17149721,,,0.3471,,,,1.849526083,2846358659,,,,,2671932854,2.53,,,,,,,,,,,,,,,,,177.721
DMA,Dominica,Latin America & Caribbean,Upper middle income,ECI-DMA-2023,2023,-21486771.37,3.163815102,20691116.41,-0.121661159,-795654.9671,653992592.6,4.712238185,,,4.22769325,2.866215998,2.866215998,,-242305457.2,-229068037.6,,47.4807995,,,0.0276,0.0001,,,2.208690422,378619160.5,,,,,328025926.4,7.19,,,,,,,,,,,,,,,,,2.7
DNK,Denmark,Europe & Central Asia,High income,ECI-DNK-2023,2023,6247097183,1.124285847,4576876843,2.65885258,10823974026,407092000000,2.495184331,91520470898,373911000000,3.305178112,-3.788917986,-3.788917986,8144932202,30213018757,33168536666,127.7685675,56.29775071,,0.0558,11.2366,0.001,,,7.034107556,,,,,,,,,,,,,,,,,,,3.855,8.746,4.563,5.094,11.517,6.889702586
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,ECI-DOM-2023,2023,-4390200000,3.911670461,4750500000,0.296679269,360300000,121444000000,2.360615687,13711094851,130356000000,4.78561281,6.423919802,6.423919802,893165643.4,-15891200000,-8612500000,49.61533219,15.26864839,,0.1869,8.3823,0.0005,,,4.271032405,46917295606,71579314892,71579314892,,,33791197618,4.42,,,,,,,,,,,,5.673,4.471,7.326,5.555,11.847,56.1576
DZA,Algeria,Middle East & North Africa,Upper middle income,ECI-DZA-2023,2023,-1132222101,0.49097261,1215776627,0.033742205,83554525.93,247626000000,4.1,44394285862,238820000000,9.322173759,0.854841037,0.854841037,18263967968,12133489638,7300036762,43.6829142,5.04560343,,0.0931,46.5578,0.0024,,,5.562578672,1274563508,,,,,4839222679,0.19,,,,,,,,,,,,,,,,,135.8429333
ECU,Ecuador,Latin America & Caribbean,Upper middle income,ECI-ECU-2023,2023,-383006348.5,0.322274315,383006348.5,,,118845000000,2.355217907,16543070000,118509000000,2.215687642,-0.408196858,-0.408196858,2726300000,2206803635,109806009.9,57.84775435,7.129821624,,0.5457,21.8914,0.0047,,,4.093674095,49590821905,,,,,42649465291,5.73,,,,,,,,,4.7,,26.7,5.501,1.912,5.092,3.51,7.754,1
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,ECI-EGY-2023,2023,-9450200000,2.484984331,9840600000,0.098585237,390400000,396002000000,3.758700552,26876298170,404866000000,33.88477631,24.82506537,24.82506537,3164630287,-25690350000,-14047300000,40.44243822,14.05419168,,2.7608,51.9232,0.0005,,,2.933301921,119000000000,,,,,121000000000,5.65,,,,,,,,,,,,14.175,4.313,6.085,6.753,16.912,30.6264137
ERI,Eritrea,Sub-Saharan Africa,Low income,ECI-ERI-2023,2023,,,,,,,,,,,,,,,,,,,,0.2105,,,,1.844691807,628285476.2,,,,,513130646.5,,,,,,,,,,,,,,,,,,15.075
ESP,Spain,Europe & Central Asia,High income,ECI-ESP-2023,2023,-3277675085,2.65127535,42953066298,2.448894827,39674318207,1620090000000,2.675663493,315327000000,1556470000000,3.532361335,6.235280039,6.235280039,23699130514,-37500376165,63702074653,72.19172889,18.08059313,,0.889,92.1021,4.1758,,,5.902714306,,,,,,,,,,,,,,,,,,,7.38,17.649,13.271,12.179,28.666,0.924839558
EST,Estonia,Europe & Central Asia,High income,ECI-EST-2023,2023,-3145151486,12.95869166,5350805152,5.341698109,2205653665,41291245222,-3.023035841,8523998490,42050468802,9.15922508,8.054783147,8.054783147,1189493563,-2465067007,350690236.5,154.8592446,54.56529813,,0.071,2.3551,0.0001,,,10.48248322,,,,,,,,,,,,,,,,,,,3.564,12.909,7.43,6.378,17.301,0.924839558
ETH,Ethiopia,Sub-Saharan Africa,Low income,ECI-ETH-2023,2023,-3262966284,1.993285029,3262966284,,,163698000000,6.498134642,10343027761,175811000000,30.21882781,33.02069288,33.02069288,1226452568,-11848615111,-12086017009,20.58541157,9.181016712,,0.4723,6.6374,0.0016,,,1.321250015,31914034150,,,,9.03,27165992931,0.96,,,,,,,,,,,,,,,,,54.60094807
FIN,Finland,Europe & Central Asia,High income,ECI-FIN-2023,2023,-985409102.3,-0.088016243,-260116463.7,-0.421819825,-1246614004,295532000000,-1.163962815,75583920865,296389000000,6.250643222,3.913517347,3.913517347,7348032204,10190721724,870993170.8,85.33367481,27.44755416,,,8.9587,,,,7.78191128,,,,,,,,,,,,,,,,,,,3.978,15.818,7.639,7.151,16.162,0.924839558
FJI,Fiji,East Asia & Pacific,Upper middle income,ECI-FJI-2023,2023,,0.532449873,28976170,0.532449873,28976170,5442046565,7.524290882,,,2.148174406,4.099576358,4.099576358,72459177.49,,,,,,,1.111,,,,3.680158417,2337596197,,,,,1499294063,4.26,,,,,,,,,,,,,,,,,2.250125
FRA,France,Europe & Central Asia,High income,ECI-FRA-2023,2023,30513104656,0.288462114,8803377982,1.28828431,39316267826,3051830000000,0.936487503,705692000000,3112850000000,4.878357265,5.303571753,5.303571753,61301290833,-82338005121,-43852141214,70.55955479,22.98568528,,2.2318,122.2146,2.3339,,,5.645545281,,,,,,,,,,,,,,,,,,,4.956,13.243,8.074,7.335,17.634,0.924839558
FRO,Faroe Islands,Europe & Central Asia,High income,ECI-FRO-2023,2023,,,,,,3907323961,2.489058117,1067578739,3864346780,,4.073186874,4.073186874,,,,114.3378788,,,,,0.002,,,0.930582578,,,,,,,,,,,,,,,,,,,,,,,,6.889702586
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,ECI-FSM-2023,2023,,,,,,460000000,0.784313725,,,,6.14424034,6.14424034,,,,94.88219565,,,,,,,,0.436828554,,,,,,,,,,,,,,,,,,,,,,,,1
GAB,Gabon,Sub-Saharan Africa,Upper middle income,ECI-GAB-2023,2023,,,,,,19388402542,2.445880831,2223097442,12412842521,3.629015342,-9.964011078,-9.964011078,265129554.8,,,91.47866671,,,,0.213,0.0003,,,8.613246437,6090214800,,,,,6671965928,6.33,,,,,,,,,,,,,,,,,606.5697502
GBR,United Kingdom,Europe & Central Asia,High income,ECI-GBR-2023,2023,153367000000,-2.645459686,-89439143375,1.890865403,63927408476,3380850000000,0.339966158,692416000000,3399800000000,6.793967068,7.298254796,7.298254796,74942843460,-233120000000,-18844535680,63.87887776,28.07089586,,1.436,108.4809,0.0543,,,5.549650329,,6190000000000,,111000000000,7.76,,,,,,,,,,,,,,2.681,6.685,4.836,4.025,11.959,0.804538907
